timestamp, value
1456876800, 3162.710674157303
1456963200, 2129.858333333335
1457049600, 2068.577777777776
1457136000, 2026.431944444444
1457222400, 1286.190277777777
1457308800, 1132.9207232267042
1457395200, 2120.8875000000003
1457481600, 2060.7472067039103
1457568000, 1954.1999999999996
1457654400, 1947.3750000000002
1457740800, 1903.6383866481212
1457827200, 1249.4527777777778
1457913600, 1142.0986111111104
1458000000, 2181.1599443671776
1458086400, 2092.1361111111114
1458172800, 1953.783333333334
1458259200, 1821.0833333333346
1458345600, 1838.2736111111112
1458432000, 1239.3666666666675
1458518400, 1155.940194714882
1458604800, 2131.091666666667
1458691200, 1962.4541666666669
1458777600, 1825.0423728813585
1458864000, 1766.475
1458950400, 1674.2222222222217
1459036800, 1132.4277777777784
1459123200, 951.9495091164092
1459209600, 2106.480959097319
1459296000, 2025.8279720279731
1459382400, 1952.3919107391914
1459468800, 2031.6207865168547
1459555200, 2038.0458333333327
1459641600, 1341.7000000000005
1459728000, 1209.0152777777778
1459814400, 2234.125348189415
1459900800, 2054.753867791842
1459987200, 1898.880555555556
1460073600, 1834.5835654596099
1460160000, 1894.026388888888
1460246400, 1268.4033379694013
1460332800, 1156.9359331476328
1460419200, 2164.8625000000006
1460505600, 1964.6606397774676
1460592000, 1949.2342215988758
1460678400, 1876.2277372262768
1460764800, 1992.9230769230762
1460851200, 1191.5041666666668
1460937600, 1036.7029288702922
1461024000, 2107.1486111111044
1461110400, 2025.7513888888886
1461196800, 1867.243393602225
1461283200, 1791.1941340782112
1461369600, 1753.1613351877616
1461456000, 1123.5847222222221
1461542400, 986.6736111111118
1461628800, 1992.6777777777775
1461715200, 2016.4833333333331
1461801600, 2054.5736111111105
1461888000, 2030.8061366806141
1461974400, 2118.9555555555526
1462060800, 1335.706536856745
1462147200, 1302.4222222222222
1462233600, 2564.490250696378
1462320000, 2353.3143254520155
1462406400, 2149.85775248933
1462492800, 2065.9305555555543
1462579200, 1973.230876216968
1462665600, 1169.523611111111
1462752000, 995.7927677329623
1462838400, 2311.818055555557
1462924800, 2339.3708333333348
1463011200, 2113.043055555555
1463097600, 2006.7000000000003
1463184000, 2050.5250000000015
1463270400, 1287.5416666666672
1463356800, 1204.9055555555567
1463443200, 2372.766666666665
1463529600, 2177.884561891518
1463616000, 2005.3666666666657
1463702400, 1913.9346314325453
1463788800, 1940.198887343531
1463875200, 1188.2055555555567
1463961600, 1047.8303198887336
1464048000, 2194.9624999999965
1464134400, 2031.5271210013912
1464220800, 1875.9970059880236
1464307200, 1946.5236111111092
1464393600, 1875.981944444444
1464480000, 1106.3031988873436
1464566400, 911.845288326301
1464652800, 1302.4777777777774
1464739200, 2520.1291666666684
1464825600, 2408.962395543175
1464912000, 2217.9874999999997
1464998400, 2120.751388888888
1465084800, 1265.7069444444453
1465171200, 1198.6333333333332
1465257600, 2194.685589519651
1465344000, 2113.791666666667
1465430400, 2060.1528751753167
1465516800, 2403.6354166666656
1465603200, 1950.9722222222229
1465689600, 1216.0902777777792
1465776000, 1063.8749999999998
1465862400, 2291.63025210084
1465948800, 2184.1944444444457
1466035200, 2230.0847222222224
1466121600, 2097.2777777777787
1466208000, 2005.1613351877609
1466294400, 1236.509722222223
1466380800, 1112.525730180807
1466467200, 2379.469444444445
1466553600, 2139.7361111111104
1466640000, 1904.4008438818566
1466726400, 1812.1544011544008
1466812800, 1722.6888888888889
1466899200, 1040.920833333332
1466985600, 981.3402777777789
1467072000, 1994.665277777778
1467158400, 1962.2775453277548
1467244800, 1819.680555555556
1467331200, 1902.0319444444428
1467417600, 1880.447222222223
1467504000, 1069.795833333332
1467590400, 867.2236111111104
1467676800, 1037.9541666666669
1467763200, 2179.6569444444426
1467849600, 2192.4144645340757
1467936000, 1895.7486111111102
1468022400, 1810.0652777777752
1468108800, 1105.0097357440895
1468195200, 990.2701949860719
1468281600, 2082.119444444443
1468368000, 1913.0250347705157
1468454400, 1801.3947001394702
1468540800, 1748.5833333333328
1468627200, 1851.6583333333317
1468713600, 1082.1569444444433
1468800000, 935.952777777778
1468886400, 1995.1847222222234
1468972800, 1853.2180555555549
1469059200, 1815.052777777777
1469145600, 1726.7019498607247
1469232000, 1677.0833333333335
1469318400, 1028.208333333334
1469404800, 947.8583333333329
1469491200, 1929.7208333333342
1469577600, 1876.1189111747854
1469664000, 1747.604166666667
1469750400, 1695.0362622036262
1469836800, 1777.4305555555554
1469923200, 1136.895833333333
1470009600, 1040.1434540389964
1470096000, 2093.8546255506617
1470182400, 1069.5314861460965
1470787200, 2075.8933333333334
1470873600, 1775.540277777778
1470960000, 1744.6861111111107
1471046400, 1697.6513888888892
1471132800, 1069.0472222222215
1471219200, 969.8803894297635
1471305600, 2038.038888888889
1471392000, 1911.3097222222223
1471478400, 1809.515277777777
1471564800, 1705.6291666666668
1471651200, 1704.5208333333346
1471737600, 1036.9361111111127
1471824000, 971.3722222222223
1471910400, 1969.545833333335
1471996800, 1834.638888888889
1472083200, 1754.018055555557
1472169600, 1692.4305555555557
1472256000, 1651.7888888888892
1472342400, 1001.585755813954
1472428800, 794.9305949008505
1472515200, 1592.4791666666665
1472601600, 1535.013888888888
1472688000, 1469.1816901408456
1472774400, 1440.784722222223
1472860800, 1334.011111111111
1472947200, 782.2513888888885
1473033600, 642.2166666666664
1473120000, 891.7291666666661
1473206400, 1582.7694444444446
1473292800, 1435.7833333333342
1473379200, 1365.175
1473465600, 1360.1319444444455
1473552000, 808.4597222222219
1473638400, 385.878873239437
1474588800, 1955.9676470588238
1474675200, 1246.5541666666652
1474761600, 725.8263888888891
1474848000, 680.263988522239
1474934400, 1457.109396914447
1475020800, 1353.341666666667
1475107200, 1329.620833333333
1475193600, 1289.3944444444414
1475280000, 1431.7625000000012
1475366400, 863.0222222222212
1475452800, 752.1277777777782
1475539200, 1601.362499999998
1475625600, 1493.3541666666656
1475712000, 1402.1611111111104
1475798400, 1280.5055555555557
1475884800, 1239.8064066852362
1475971200, 736.6926286509038
1476057600, 683.3212795549364
1476144000, 1361.577777777778
1476230400, 1394.668055555554
1476316800, 1347.1557719054267
1476403200, 1313.0764951321287
1476489600, 1329.079387186631
1476576000, 796.4895688456188
1476662400, 728.7706293706287
1476748800, 1503.9986072423403
1476835200, 1404.8002793296068
1476921600, 1335.1736111111104
1477008000, 1287.3958333333314
1477094400, 1309.27777777778
1477180800, 777.679166666666
1477267200, 718.3027777777787
1477353600, 1529.191666666668
1477440000, 1408.1569444444453
1477526400, 1358.5541666666657
1477612800, 1342.6986111111105
1477699200, 1288.3333333333328
1477785600, 797.8486111111113
1477872000, 761.7305555555555
1477958400, 1634.6902777777775
1478044800, 1586.9708333333324
1478131200, 1499.0935754189945
1478217600, 1392.3047210300429
1478304000, 1408.9486111111094
1478390400, 839.688888888888
1478476800, 748.181818181817
1478563200, 1597.7802503477053
